DateTime,Open,Close,Low,High,Volume,EMA_20,EMA_12_26_PDIFF,CCI,MACD,MACD_SIG,MACD_HIST,ATR,BOLBAND_UP,BOLBAND_MID,BOLBAND_LOW,MOM20,ROC10
2018-10-16 15:20:00,2.97e-06,2.97e-06,2.97e-06,2.97e-06,0.0007499,2.967551946431887e-06,0.9968913550418933,127.2727272727379,-6.1934653982248645e-09,-7.924970817392416e-09,1.7315054191675513e-09,1.1684985869250278e-08,2.986396078053921e-06,2.966e-06,2.945603921946079e-06,-4.000000000000004e-08,0.006779661016949087
2018-10-16 15:25:00,2.97e-06,2.98e-06,2.97e-06,2.98e-06,0.01042694,2.9687374753431357e-06,0.9975342128097295,141.7283950617375,-4.7522286045980044e-09,-7.290422374833534e-09,2.5381937702355293e-09,1.1564629735732395e-08,2.986966629546666e-06,2.972e-06,2.957033370453334e-06,-4.9999999999999945e-08,0.010169491525423631
2018-10-16 15:30:00,2.98e-06,2.96e-06,2.96e-06,2.98e-06,0.14892204,2.9679053348342657e-06,0.9975283194271826,58.333333333341116,-5.164339622644064e-09,-6.86520582439564e-09,1.7008662017515758e-09,1.2167156183180067e-08,2.98696662954645e-06,2.972e-06,2.95703337045355e-06,-6.999999999999975e-08,0.0033898305084745436
2018-10-16 15:35:00,2.95e-06,2.98e-06,2.95e-06,2.98e-06,0.13680543,2.969057207707193e-06,0.9980894745163249,69.91869918699778,-3.832924156752626e-09,-6.258749490867037e-09,2.425825334114411e-09,1.3440930741524328e-08,2.98696662954645e-06,2.972e-06,2.95703337045355e-06,-4.9999999999999945e-08,0.010169491525423631
2018-10-16 15:40:00,2.96e-06,2.98e-06,2.96e-06,2.98e-06,0.29209266,2.970099378401746e-06,0.9985507986168981,79.36507936508434,-2.746112334111272e-09,-5.556222059515884e-09,2.810109725404612e-09,1.3909435688558291e-08,2.989999999999569e-06,2.974e-06,2.9580000000004306e-06,-2.0000000000000232e-08,0.013605442176870763
2018-10-16 15:45:00,2.98e-06,3.04e-06,2.98e-06,3.04e-06,0.41369997,2.9767565804587226e-06,1.000536903539347,282.25806451613187,2.9229979239023467e-09,-3.860378062832237e-09,6.783375986734584e-09,1.720161885366129e-08,3.0422586398648817e-06,2.988e-06,2.9337413601351183e-06,4.000000000000004e-08,0.027027027027027053
2018-10-16 15:50:00,3.04e-06,3.08e-06,2.99e-06,3.08e-06,0.49837789,2.9865892870817015e-06,1.0031481842223409,283.1758034026497,1.0522181198142223e-08,-9.838662106373453e-10,1.1506047408779568e-08,2.2401503221256912e-08,3.0977997772825144e-06,3.008e-06,2.9182002227174852e-06,1.1000000000000022e-07,0.0440677966101695
2018-10-16 15:55:00,3.07e-06,3.07e-06,3.07e-06,3.1e-06,0.5116765999999999,2.994533164502492e-06,1.0048820316606855,225.05910165484863,1.555832557313746e-08,2.3245721461176156e-09,1.3233753427019844e-08,2.2944252991167145e-08,3.1157904423581253e-06,3.0299999999999994e-06,2.9442095576418735e-06,1.3000000000000003e-07,0.037162162162162095
2018-10-16 16:00:00,3.06e-06,3.06e-06,3.04e-06,3.06e-06,0.21434659,3.0007681012165405e-06,1.0059135234306031,121.51815181518198,1.8528999079779244e-08,5.565457532849942e-09,1.2963541546929302e-08,2.344823492036947e-08,3.1171055553385986e-06,3.0459999999999993e-06,2.9748944446614e-06,1.099999999999998e-07,0.026845637583892645
2018-10-16 16:05:00,3.04e-06,3.05e-06,3.04e-06,3.06e-06,0.08487317,3.0054568534816318e-06,1.0063862820762441,92.17081850533782,1.9847572350455213e-08,8.421880496370996e-09,1.1425691854084217e-08,2.3201932426057354e-08,3.0882842712477423e-06,3.059999999999999e-06,3.031715728752256e-06,9.999999999999989e-08,0.026936026936026963
2018-10-16 16:10:00,3.05e-06,3.08e-06,3.04e-06,3.08e-06,0.28907841,3.0125562007690954e-06,1.0074727115364994,99.4472084024329,2.3047621809241603e-08,1.1347028758945117e-08,1.1700593050296487e-08,2.4401794395624687e-08,3.091323807579463e-06,3.0679999999999993e-06,3.0446761924205356e-06,1.3000000000000003e-07,0.03703703703703711
2018-10-16 16:15:00,3.08e-06,3.06e-06,3.06e-06,3.09e-06,0.07544271,3.0170746578387055e-06,1.0077079184843274,89.26553672316321,2.3696690509894714e-08,1.3816961109135037e-08,9.879729400759677e-09,2.480166622450865e-08,3.0843960780547124e-06,3.063999999999999e-06,3.0436039219452855e-06,1.099999999999998e-07,0.026845637583892645
2018-10-16 16:20:00,3.06e-06,3.05e-06,3.05e-06,3.06e-06,0.02028505,3.02021040471121e-06,1.0075398469897987,54.96979681493669,2.3137451565849613e-08,1.568105920047795e-08,7.456392365371662e-09,2.3744404351329454e-08,3.0819089023004824e-06,3.059999999999999e-06,3.0380910976995158e-06,9.999999999999989e-08,0.0304054054054054
2018-10-16 16:25:00,3.04e-06,3.05e-06,3.04e-06,3.05e-06,0.00139827,3.023047509024428e-06,1.0073215390287817,37.594862813777794,2.2435626734294394e-08,1.7031972707241238e-08,5.403654027053156e-09,2.2762661183377347e-08,3.081323807579463e-06,3.0579999999999994e-06,3.0346761924205357e-06,9.999999999999989e-08,0.0234899328859061
2018-10-16 16:30:00,3.04e-06,3.03e-06,3.03e-06,3.04e-06,0.05896878,3.0237096510221015e-06,1.0065412973048982,7.8781860311151215,2.0034645721146927e-08,1.7632507310022375e-08,2.402138411124552e-09,2.2565328241707554e-08,3.0864961536185762e-06,3.0539999999999995e-06,3.0215038463814227e-06,8.999999999999999e-08,0.01677852348993287
2018-10-16 16:35:00,3.02e-06,3.03e-06,3.02e-06,3.03e-06,0.14301936,3.0243087318771395e-06,1.00585555376351,-13.91437308868527,1.7925220189807246e-08,1.769104988597935e-08,2.3417030382789773e-10,2.1667804795871293e-08,3.068000000000195e-06,3.043999999999999e-06,3.0199999999998034e-06,6.999999999999975e-08,-0.003289473684210634
