DateTime,Open,Close,Low,High,Volume,EMA_20,EMA_12_26_PDIFF,CCI,MACD,MACD_SIG,MACD_HIST,ATR,BOLBAND_UP,BOLBAND_MID,BOLBAND_LOW,MOM20,ROC10
2018-09-27 13:45:00,1.287e-05,1.29e-05,1.283e-05,1.298e-05,7.3360518,1.2647353916585645e-05,1.0124213497776475,117.61944992020996,1.5889034331473763e-07,1.4214481201332895e-07,1.6745531301408683e-08,9.693626958542075e-08,1.301137001112275e-05,1.2871999999999998e-05,1.2732629988877246e-05,5.000000000000003e-07,0.024622716441620368
2018-09-27 13:50:00,1.29e-05,1.288e-05,1.288e-05,1.299e-05,1.72003458,1.2669510686434632e-05,1.0123661232305239,103.64640883977901,1.5806944378580224e-07,1.453297383678236e-07,1.2739705417978634e-08,9.786939318646205e-08,1.3003137084990971e-05,1.2889999999999999e-05,1.2776862915009026e-05,3.7999999999999975e-07,0.01657458563535909
2018-09-27 13:55:00,1.283e-05,1.282e-05,1.281e-05,1.288e-05,1.35729226,1.2683843002012286e-05,1.011804314650351,50.93259464450494,1.5083860291514578e-07,1.4643151127728804e-07,4.407091637857744e-09,9.587872224457197e-08,1.2920000000000701e-05,1.2856e-05,1.27919999999993e-05,2.899999999999989e-07,0.014240506329113922
2018-09-27 14:00:00,1.282e-05,1.275e-05,1.275e-05,1.285e-05,1.68708578,1.2690143668487306e-05,1.010791263409259,16.326530612243666,1.3787041017699432e-07,1.447192910572293e-07,-6.84888088023497e-09,9.61730992271026e-08,1.2948131993291805e-05,1.2842e-05,1.2735868006708195e-05,2.199999999999996e-07,0.011904761904761925
2018-09-27 14:05:00,1.278e-05,1.275e-05,1.273e-05,1.283e-05,4.04818594,1.2695844271488515e-05,1.0098746640996894,2.111613876320099,1.2613897244565608e-07,1.4100322733491464e-07,-1.486425488925856e-08,9.64464492823096e-08,1.2945857061781006e-05,1.282e-05,1.2694142938218993e-05,1.7999999999999997e-07,0.01270849880857825
2018-09-27 14:10:00,1.273e-05,1.275e-05,1.268e-05,1.275e-05,0.78233316,1.270100195991818e-05,1.009044055059628,-30.76923076923003,1.1551019391032581e-07,1.3590462064999688e-07,-2.0394426739671072e-08,9.455741719071601e-08,1.2895071404293314e-05,1.279e-05,1.2684928595706685e-05,2.499999999999993e-07,0.011102299762093605
2018-09-27 14:15:00,1.275e-05,1.275e-05,1.273e-05,1.279e-05,0.68401935,1.2705668439925972e-05,1.008290265749993,-16.365202411713007,1.0586644783381083e-07,1.2989698608675967e-07,-2.4030538252948844e-08,9.208903024852197e-08,1.282000000000139e-05,1.2763999999999998e-05,1.2707999999998607e-05,3.3000000000000023e-07,-0.003127443315089884
2018-09-27 14:20:00,1.276e-05,1.279e-05,1.275e-05,1.279e-05,0.77528149,1.271370001707588e-05,1.0078553938245605,-11.009933774832113,1.0029523426578537e-07,1.2397663572256482e-07,-2.3681401456779442e-08,8.836838523077038e-08,1.2790000000002773e-05,1.2757999999999999e-05,1.2725999999997225e-05,3.4000000000000013e-07,-0.015396458814472654
2018-09-27 14:25:00,1.281e-05,1.28e-05,1.279e-05,1.281e-05,0.37812366,1.2721919063068653e-05,1.0074873635888904,-4.552845528452797,9.558507851572772e-08,1.1829832428119739e-07,-2.271324576546967e-08,8.34849291428582e-08,1.281254211490389e-05,1.2768e-05,1.2723457885096111e-05,1.6000000000000016e-07,-0.001560062402496085
2018-09-27 14:30:00,1.28e-05,1.282e-05,1.28e-05,1.286e-05,0.57392961,1.2731260104681162e-05,1.0072382861214195,6.973500697351183,9.240093850054647e-08,1.131188471250672e-07,-2.0717908624520738e-08,8.18074342040827e-08,1.2837713553109971e-05,1.2782e-05,1.272628644689003e-05,2.499999999999993e-07,-0.0031104199066875047
